Season,Round,Circuit,Driver,Constructor,Laps,Position,TotalPitStops,AvgPitStopTime,PitStops
1995,17,Adelaide Street Circuit,Mika HÃ¤kkinen,McLaren,0,24,0,,[]
1996,1,Albert Park Grand Prix Circuit,Damon Hill,Williams,58,1,0,,[]
1996,1,Albert Park Grand Prix Circuit,Jacques Villeneuve,Williams,58,2,0,,[]
1996,1,Albert Park Grand Prix Circuit,Eddie Irvine,Ferrari,58,3,0,,[]
1996,1,Albert Park Grand Prix Circuit,Gerhard Berger,Benetton,58,4,0,,[]
1996,1,Albert Park Grand Prix Circuit,Mika HÃ¤kkinen,McLaren,58,5,0,,[]
1996,1,Albert Park Grand Prix Circuit,Mika Salo,Tyrrell,57,6,0,,[]
1996,1,Albert Park Grand Prix Circuit,Olivier Panis,Ligier,57,7,0,,[]
1996,1,Albert Park Grand Prix Circuit,Heinz-Harald Frentzen,Sauber,57,8,0,,[]
1996,1,Albert Park Grand Prix Circuit,Ricardo Rosset,Footwork,56,9,0,,[]
1996,1,Albert Park Grand Prix Circuit,Pedro Diniz,Ligier,56,10,0,,[]
1996,1,Albert Park Grand Prix Circuit,Ukyo Katayama,Tyrrell,55,11,0,,[]
1996,1,Albert Park Grand Prix Circuit,Pedro Lamy,Minardi,42,12,0,,[]
1996,1,Albert Park Grand Prix Circuit,Michael Schumacher,Ferrari,32,13,0,,[]
1996,1,Albert Park Grand Prix Circuit,Giancarlo Fisichella,Minardi,32,14,0,,[]
1996,1,Albert Park Grand Prix Circuit,Rubens Barrichello,Jordan,29,15,0,,[]
1996,1,Albert Park Grand Prix Circuit,David Coulthard,McLaren,24,16,0,,[]
1996,1,Albert Park Grand Prix Circuit,Jos Verstappen,Footwork,15,17,0,,[]
1996,1,Albert Park Grand Prix Circuit,Jean Alesi,Benetton,9,18,0,,[]
1996,1,Albert Park Grand Prix Circuit,Martin Brundle,Jordan,1,19,0,,[]
1996,1,Albert Park Grand Prix Circuit,Johnny Herbert,Sauber,0,20,0,,[]
1996,1,Albert Park Grand Prix Circuit,Luca Badoer,Forti,0,21,0,,[]
1996,1,Albert Park Grand Prix Circuit,Andrea Montermini,Forti,0,22,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Damon Hill,Williams,71,1,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Jean Alesi,Benetton,71,2,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Michael Schumacher,Ferrari,70,3,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Mika HÃ¤kkinen,McLaren,70,4,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Mika Salo,Tyrrell,70,5,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Olivier Panis,Ligier,70,6,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Eddie Irvine,Ferrari,70,7,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Pedro Diniz,Ligier,69,8,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Ukyo Katayama,Tyrrell,69,9,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Pedro Lamy,Minardi,68,10,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Luca Badoer,Forti,67,11,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Martin Brundle,Jordan,64,12,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Rubens Barrichello,Jordan,59,13,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Heinz-Harald Frentzen,Sauber,36,14,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,David Coulthard,McLaren,29,15,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Johnny Herbert,Sauber,28,16,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Jacques Villeneuve,Williams,26,17,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Gerhard Berger,Benetton,26,18,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Andrea Montermini,Forti,26,19,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Ricardo Rosset,Footwork,24,20,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Jos Verstappen,Footwork,19,21,0,,[]
1996,2,AutÃ³dromo JosÃ© Carlos Pace,Tarso Marques,Minardi,0,22,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Damon Hill,Williams,72,1,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Jacques Villeneuve,Williams,72,2,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Jean Alesi,Benetton,72,3,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Rubens Barrichello,Jordan,72,4,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Eddie Irvine,Ferrari,72,5,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Jos Verstappen,Footwork,72,6,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,David Coulthard,McLaren,72,7,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Olivier Panis,Ligier,72,8,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Johnny Herbert,Sauber,71,9,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Andrea Montermini,Forti,69,10,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Gerhard Berger,Benetton,56,11,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Michael Schumacher,Ferrari,46,12,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Pedro Lamy,Minardi,39,13,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Mika Salo,Tyrrell,36,14,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Martin Brundle,Jordan,34,15,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Tarso Marques,Minardi,33,16,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Heinz-Harald Frentzen,Sauber,32,17,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Pedro Diniz,Ligier,29,18,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Ukyo Katayama,Tyrrell,28,19,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Ricardo Rosset,Footwork,24,20,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Luca Badoer,Forti,24,21,0,,[]
1996,3,AutÃ³dromo Juan y Oscar GÃ¡lvez,Mika HÃ¤kkinen,McLaren,19,22,0,,[]
1996,4,NÃ¼rburgring,Jacques Villeneuve,Williams,67,1,0,,[]
1996,4,NÃ¼rburgring,Michael Schumacher,Ferrari,67,2,0,,[]
1996,4,NÃ¼rburgring,David Coulthard,McLaren,67,3,0,,[]
1996,4,NÃ¼rburgring,Damon Hill,Williams,67,4,0,,[]
1996,4,NÃ¼rburgring,Rubens Barrichello,Jordan,67,5,0,,[]
1996,4,NÃ¼rburgring,Martin Brundle,Jordan,67,6,0,,[]
1996,4,NÃ¼rburgring,Johnny Herbert,Sauber,67,7,0,,[]
1996,4,NÃ¼rburgring,Mika HÃ¤kkinen,McLaren,67,8,0,,[]
1996,4,NÃ¼rburgring,Gerhard Berger,Benetton,67,9,0,,[]
1996,4,NÃ¼rburgring,Pedro Diniz,Ligier,66,10,0,,[]
1996,4,NÃ¼rburgring,Ricardo Rosset,Footwork,65,11,0,,[]
1996,4,NÃ¼rburgring,Pedro Lamy,Minardi,65,12,0,,[]
1996,4,NÃ¼rburgring,Giancarlo Fisichella,Minardi,65,13,0,,[]
1996,4,NÃ¼rburgring,Mika Salo,Tyrrell,66,14,0,,[]
1996,4,NÃ¼rburgring,Ukyo Katayama,Tyrrell,65,15,0,,[]
1996,4,NÃ¼rburgring,Heinz-Harald Frentzen,Sauber,59,16,0,,[]
1996,4,NÃ¼rburgring,Jos Verstappen,Footwork,38,17,0,,[]
1996,4,NÃ¼rburgring,Olivier Panis,Ligier,6,18,0,,[]
1996,4,NÃ¼rburgring,Eddie Irvine,Ferrari,6,19,0,,[]
1996,4,NÃ¼rburgring,Jean Alesi,Benetton,1,20,0,,[]
1996,4,NÃ¼rburgring,Andrea Montermini,Forti,0,21,0,,[]
1996,4,NÃ¼rburgring,Luca Badoer,Forti,0,22,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Damon Hill,Williams,63,1,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Michael Schumacher,Ferrari,63,2,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Gerhard Berger,Benetton,63,3,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Eddie Irvine,Ferrari,63,4,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Rubens Barrichello,Jordan,63,5,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Jean Alesi,Benetton,62,6,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Pedro Diniz,Ligier,62,7,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Mika HÃ¤kkinen,McLaren,61,8,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Pedro Lamy,Minardi,61,9,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Luca Badoer,Forti,59,10,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Jacques Villeneuve,Williams,57,11,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Olivier Panis,Ligier,54,12,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Ukyo Katayama,Tyrrell,45,13,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,David Coulthard,McLaren,44,14,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Ricardo Rosset,Footwork,40,15,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Jos Verstappen,Footwork,38,16,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Martin Brundle,Jordan,36,17,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Heinz-Harald Frentzen,Sauber,32,18,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Giancarlo Fisichella,Minardi,30,19,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Johnny Herbert,Sauber,25,20,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Mika Salo,Tyrrell,23,21,0,,[]
1996,5,Autodromo Enzo e Dino Ferrari,Andrea Montermini,Forti,0,22,0,,[]
1996,6,Circuit de Monaco,Olivier Panis,Ligier,75,1,0,,[]
1996,6,Circuit de Monaco,David Coulthard,McLaren,75,2,0,,[]
1996,6,Circuit de Monaco,Johnny Herbert,Sauber,75,3,0,,[]
1996,6,Circuit de Monaco,Heinz-Harald Frentzen,Sauber,74,4,0,,[]
1996,6,Circuit de Monaco,Mika Salo,Tyrrell,70,5,0,,[]
1996,6,Circuit de Monaco,Mika HÃ¤kkinen,McLaren,70,6,0,,[]
1996,6,Circuit de Monaco,Eddie Irvine,Ferrari,68,7,0,,[]
1996,6,Circuit de Monaco,Jacques Villeneuve,Williams,66,8,0,,[]
1996,6,Circuit de Monaco,Jean Alesi,Benetton,60,9,0,,[]
1996,6,Circuit de Monaco,Luca Badoer,Forti,60,10,0,,[]
1996,6,Circuit de Monaco,Damon Hill,Williams,40,11,0,,[]
1996,6,Circuit de Monaco,Martin Brundle,Jordan,30,12,0,,[]
1996,6,Circuit de Monaco,Gerhard Berger,Benetton,9,13,0,,[]
1996,6,Circuit de Monaco,Pedro Diniz,Ligier,5,14,0,,[]
1996,6,Circuit de Monaco,Ricardo Rosset,Footwork,3,15,0,,[]
1996,6,Circuit de Monaco,Ukyo Katayama,Tyrrell,2,16,0,,[]
1996,6,Circuit de Monaco,Michael Schumacher,Ferrari,0,17,0,,[]
1996,6,Circuit de Monaco,Rubens Barrichello,Jordan,0,18,0,,[]
1996,6,Circuit de Monaco,Pedro Lamy,Minardi,0,19,0,,[]
1996,6,Circuit de Monaco,Giancarlo Fisichella,Minardi,0,20,0,,[]
1996,6,Circuit de Monaco,Jos Verstappen,Footwork,0,21,0,,[]
1996,6,Circuit de Monaco,Andrea Montermini,Forti,0,22,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Michael Schumacher,Ferrari,65,1,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Jean Alesi,Benetton,65,2,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Jacques Villeneuve,Williams,65,3,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Heinz-Harald Frentzen,Sauber,64,4,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Mika HÃ¤kkinen,McLaren,64,5,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Pedro Diniz,Ligier,63,6,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Jos Verstappen,Footwork,47,7,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Rubens Barrichello,Jordan,45,8,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Gerhard Berger,Benetton,44,9,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Johnny Herbert,Sauber,20,10,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Martin Brundle,Jordan,17,11,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Mika Salo,Tyrrell,16,12,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Damon Hill,Williams,10,13,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Ukyo Katayama,Tyrrell,8,14,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Eddie Irvine,Ferrari,1,15,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Olivier Panis,Ligier,1,16,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Giancarlo Fisichella,Minardi,1,17,0,,[]
1996,7,Circuit de Barcelona-Catalunya,David Coulthard,McLaren,0,18,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Ricardo Rosset,Footwork,0,19,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Pedro Lamy,Minardi,0,20,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Luca Badoer,Forti,0,21,0,,[]
1996,7,Circuit de Barcelona-Catalunya,Andrea Montermini,Forti,0,22,0,,[]
1996,8,Circuit Gilles Villeneuve,Damon Hill,Williams,69,1,0,,[]
1996,8,Circuit Gilles Villeneuve,Jacques Villeneuve,Williams,69,2,0,,[]
1996,8,Circuit Gilles Villeneuve,Jean Alesi,Benetton,69,3,0,,[]
1996,8,Circuit Gilles Villeneuve,David Coulthard,McLaren,69,4,0,,[]
1996,8,Circuit Gilles Villeneuve,Mika HÃ¤kkinen,McLaren,68,5,0,,[]
1996,8,Circuit Gilles Villeneuve,Martin Brundle,Jordan,68,6,0,,[]
1996,8,Circuit Gilles Villeneuve,Johnny Herbert,Sauber,68,7,0,,[]
1996,8,Circuit Gilles Villeneuve,Giancarlo Fisichella,Minardi,67,8,0,,[]
1996,8,Circuit Gilles Villeneuve,Pedro Lamy,Minardi,44,9,0,,[]
1996,8,Circuit Gilles Villeneuve,Luca Badoer,Forti,44,10,0,,[]
1996,8,Circuit Gilles Villeneuve,Gerhard Berger,Benetton,42,11,0,,[]
1996,8,Circuit Gilles Villeneuve,Michael Schumacher,Ferrari,41,12,0,,[]
1996,8,Circuit Gilles Villeneuve,Olivier Panis,Ligier,39,13,0,,[]
1996,8,Circuit Gilles Villeneuve,Mika Salo,Tyrrell,39,14,0,,[]
1996,8,Circuit Gilles Villeneuve,Pedro Diniz,Ligier,38,15,0,,[]
1996,8,Circuit Gilles Villeneuve,Rubens Barrichello,Jordan,22,16,0,,[]
1996,8,Circuit Gilles Villeneuve,Andrea Montermini,Forti,22,17,0,,[]
1996,8,Circuit Gilles Villeneuve,Heinz-Harald Frentzen,Sauber,19,18,0,,[]
1996,8,Circuit Gilles Villeneuve,Jos Verstappen,Footwork,10,19,0,,[]
1996,8,Circuit Gilles Villeneuve,Ricardo Rosset,Footwork,6,20,0,,[]
1996,8,Circuit Gilles Villeneuve,Ukyo Katayama,Tyrrell,6,21,0,,[]
1996,8,Circuit Gilles Villeneuve,Eddie Irvine,Ferrari,1,22,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Damon Hill,Williams,72,1,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Jacques Villeneuve,Williams,72,2,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Jean Alesi,Benetton,72,3,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Gerhard Berger,Benetton,72,4,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Mika HÃ¤kkinen,McLaren,72,5,0,,[]
1996,9,Circuit de Nevers Magny-Cours,David Coulthard,McLaren,71,6,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Olivier Panis,Ligier,71,7,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Martin Brundle,Jordan,71,8,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Rubens Barrichello,Jordan,71,9,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Mika Salo,Tyrrell,70,10,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Ricardo Rosset,Footwork,69,11,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Pedro Lamy,Minardi,69,12,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Johnny Herbert,Sauber,70,13,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Heinz-Harald Frentzen,Sauber,56,14,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Ukyo Katayama,Tyrrell,33,15,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Luca Badoer,Forti,29,16,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Pedro Diniz,Ligier,28,17,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Jos Verstappen,Footwork,10,18,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Eddie Irvine,Ferrari,5,19,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Giancarlo Fisichella,Minardi,2,20,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Andrea Montermini,Forti,2,21,0,,[]
1996,9,Circuit de Nevers Magny-Cours,Michael Schumacher,Ferrari,0,22,0,,[]
1996,10,Silverstone Circuit,Jacques Villeneuve,Williams,61,1,0,,[]
1996,10,Silverstone Circuit,Gerhard Berger,Benetton,61,2,0,,[]
1996,10,Silverstone Circuit,Mika HÃ¤kkinen,McLaren,61,3,0,,[]
1996,10,Silverstone Circuit,Rubens Barrichello,Jordan,61,4,0,,[]
1996,10,Silverstone Circuit,David Coulthard,McLaren,61,5,0,,[]
1996,10,Silverstone Circuit,Martin Brundle,Jordan,60,6,0,,[]
1996,10,Silverstone Circuit,Mika Salo,Tyrrell,60,7,0,,[]
1996,10,Silverstone Circuit,Heinz-Harald Frentzen,Sauber,60,8,0,,[]
1996,10,Silverstone Circuit,Johnny Herbert,Sauber,60,9,0,,[]
1996,10,Silverstone Circuit,Jos Verstappen,Footwork,60,10,0,,[]
1996,10,Silverstone Circuit,Giancarlo Fisichella,Minardi,59,11,0,,[]
1996,10,Silverstone Circuit,Jean Alesi,Benetton,44,12,0,,[]
1996,10,Silverstone Circuit,Olivier Panis,Ligier,40,13,0,,[]
1996,10,Silverstone Circuit,Pedro Diniz,Ligier,38,14,0,,[]
1996,10,Silverstone Circuit,Damon Hill,Williams,26,15,0,,[]
1996,10,Silverstone Circuit,Pedro Lamy,Minardi,21,16,0,,[]
1996,10,Silverstone Circuit,Ricardo Rosset,Footwork,13,17,0,,[]
1996,10,Silverstone Circuit,Ukyo Katayama,Tyrrell,12,18,0,,[]
1996,10,Silverstone Circuit,Eddie Irvine,Ferrari,5,19,0,,[]
1996,10,Silverstone Circuit,Michael Schumacher,Ferrari,3,20,0,,[]
1996,10,Silverstone Circuit,Andrea Montermini,Forti,0,21,0,,[]
1996,10,Silverstone Circuit,Luca Badoer,Forti,0,22,0,,[]
1996,11,Hockenheimring,Damon Hill,Williams,45,1,0,,[]
1996,11,Hockenheimring,Jean Alesi,Benetton,45,2,0,,[]
1996,11,Hockenheimring,Jacques Villeneuve,Williams,45,3,0,,[]
1996,11,Hockenheimring,Michael Schumacher,Ferrari,45,4,0,,[]
1996,11,Hockenheimring,David Coulthard,McLaren,45,5,0,,[]
1996,11,Hockenheimring,Rubens Barrichello,Jordan,45,6,0,,[]
1996,11,Hockenheimring,Olivier Panis,Ligier,45,7,0,,[]
1996,11,Hockenheimring,Heinz-Harald Frentzen,Sauber,44,8,0,,[]
1996,11,Hockenheimring,Mika Salo,Tyrrell,44,9,0,,[]
1996,11,Hockenheimring,Martin Brundle,Jordan,44,10,0,,[]
1996,11,Hockenheimring,Ricardo Rosset,Footwork,44,11,0,,[]
1996,11,Hockenheimring,Pedro Lamy,Minardi,43,12,0,,[]
1996,11,Hockenheimring,Gerhard Berger,Benetton,42,13,0,,[]
1996,11,Hockenheimring,Eddie Irvine,Ferrari,34,14,0,,[]
1996,11,Hockenheimring,Johnny Herbert,Sauber,25,15,0,,[]
1996,11,Hockenheimring,Pedro Diniz,Ligier,19,16,0,,[]
1996,11,Hockenheimring,Ukyo Katayama,Tyrrell,19,17,0,,[]
1996,11,Hockenheimring,Mika HÃ¤kkinen,McLaren,13,18,0,,[]
1996,11,Hockenheimring,Jos Verstappen,Footwork,0,19,0,,[]
1996,11,Hockenheimring,Giovanni Lavaggi,Minardi,0,20,0,,[]
1996,12,Hungaroring,Jacques Villeneuve,Williams,77,1,0,,[]
1996,12,Hungaroring,Damon Hill,Williams,77,2,0,,[]
1996,12,Hungaroring,Jean Alesi,Benetton,77,3,0,,[]
1996,12,Hungaroring,Mika HÃ¤kkinen,McLaren,76,4,0,,[]
1996,12,Hungaroring,Olivier Panis,Ligier,76,5,0,,[]
1996,12,Hungaroring,Rubens Barrichello,Jordan,75,6,0,,[]
1996,12,Hungaroring,Ukyo Katayama,Tyrrell,74,7,0,,[]
1996,12,Hungaroring,Ricardo Rosset,Footwork,74,8,0,,[]
1996,12,Hungaroring,Michael Schumacher,Ferrari,70,9,0,,[]
1996,12,Hungaroring,Giovanni Lavaggi,Minardi,69,10,0,,[]
1996,12,Hungaroring,Gerhard Berger,Benetton,64,11,0,,[]
1996,12,Hungaroring,Heinz-Harald Frentzen,Sauber,50,12,0,,[]
1996,12,Hungaroring,Johnny Herbert,Sauber,35,13,0,,[]
1996,12,Hungaroring,Eddie Irvine,Ferrari,31,14,0,,[]
1996,12,Hungaroring,Pedro Lamy,Minardi,24,15,0,,[]
1996,12,Hungaroring,David Coulthard,McLaren,23,16,0,,[]
1996,12,Hungaroring,Jos Verstappen,Footwork,10,17,0,,[]
1996,12,Hungaroring,Martin Brundle,Jordan,5,18,0,,[]
1996,12,Hungaroring,Pedro Diniz,Ligier,1,19,0,,[]
1996,12,Hungaroring,Mika Salo,Tyrrell,0,20,0,,[]
1996,13,Circuit de Spa-Francorchamps,Michael Schumacher,Ferrari,44,1,0,,[]
1996,13,Circuit de Spa-Francorchamps,Jacques Villeneuve,Williams,44,2,0,,[]
1996,13,Circuit de Spa-Francorchamps,Mika HÃ¤kkinen,McLaren,44,3,0,,[]
1996,13,Circuit de Spa-Francorchamps,Jean Alesi,Benetton,44,4,0,,[]
1996,13,Circuit de Spa-Francorchamps,Damon Hill,Williams,44,5,0,,[]
1996,13,Circuit de Spa-Francorchamps,Gerhard Berger,Benetton,44,6,0,,[]
1996,13,Circuit de Spa-Francorchamps,Mika Salo,Tyrrell,44,7,0,,[]
1996,13,Circuit de Spa-Francorchamps,Ukyo Katayama,Tyrrell,44,8,0,,[]
1996,13,Circuit de Spa-Francorchamps,Ricardo Rosset,Footwork,43,9,0,,[]
1996,13,Circuit de Spa-Francorchamps,Pedro Lamy,Minardi,43,10,0,,[]
1996,13,Circuit de Spa-Francorchamps,David Coulthard,McLaren,37,11,0,,[]
1996,13,Circuit de Spa-Francorchamps,Martin Brundle,Jordan,34,12,0,,[]
1996,13,Circuit de Spa-Francorchamps,Eddie Irvine,Ferrari,29,13,0,,[]
1996,13,Circuit de Spa-Francorchamps,Rubens Barrichello,Jordan,29,14,0,,[]
1996,13,Circuit de Spa-Francorchamps,Pedro Diniz,Ligier,22,15,0,,[]
1996,13,Circuit de Spa-Francorchamps,Jos Verstappen,Footwork,11,16,0,,[]
1996,13,Circuit de Spa-Francorchamps,Heinz-Harald Frentzen,Sauber,0,17,0,,[]
1996,13,Circuit de Spa-Francorchamps,Johnny Herbert,Sauber,0,18,0,,[]
1996,13,Circuit de Spa-Francorchamps,Olivier Panis,Ligier,0,19,0,,[]
1996,13,Circuit de Spa-Francorchamps,Giovanni Lavaggi,Minardi,0,20,0,,[]
1996,14,Autodromo Nazionale di Monza,Michael Schumacher,Ferrari,53,1,0,,[]
1996,14,Autodromo Nazionale di Monza,Jean Alesi,Benetton,53,2,0,,[]
1996,14,Autodromo Nazionale di Monza,Mika HÃ¤kkinen,McLaren,53,3,0,,[]
1996,14,Autodromo Nazionale di Monza,Martin Brundle,Jordan,53,4,0,,[]
1996,14,Autodromo Nazionale di Monza,Rubens Barrichello,Jordan,53,5,0,,[]
1996,14,Autodromo Nazionale di Monza,Pedro Diniz,Ligier,52,6,0,,[]
1996,14,Autodromo Nazionale di Monza,Jacques Villeneuve,Williams,52,7,0,,[]
1996,14,Autodromo Nazionale di Monza,Jos Verstappen,Footwork,52,8,0,,[]
1996,14,Autodromo Nazionale di Monza,Johnny Herbert,Sauber,51,9,0,,[]
1996,14,Autodromo Nazionale di Monza,Ukyo Katayama,Tyrrell,51,10,0,,[]
1996,14,Autodromo Nazionale di Monza,Ricardo Rosset,Footwork,36,11,0,,[]
1996,14,Autodromo Nazionale di Monza,Eddie Irvine,Ferrari,23,12,0,,[]
1996,14,Autodromo Nazionale di Monza,Pedro Lamy,Minardi,12,13,0,,[]
1996,14,Autodromo Nazionale di Monza,Mika Salo,Tyrrell,9,14,0,,[]
1996,14,Autodromo Nazionale di Monza,Heinz-Harald Frentzen,Sauber,7,15,0,,[]
1996,14,Autodromo Nazionale di Monza,Damon Hill,Williams,5,16,0,,[]
1996,14,Autodromo Nazionale di Monza,Giovanni Lavaggi,Minardi,5,17,0,,[]
1996,14,Autodromo Nazionale di Monza,Gerhard Berger,Benetton,4,18,0,,[]
1996,14,Autodromo Nazionale di Monza,Olivier Panis,Ligier,2,19,0,,[]
1996,14,Autodromo Nazionale di Monza,David Coulthard,McLaren,1,20,0,,[]
1996,15,AutÃ³dromo do Estoril,Jacques Villeneuve,Williams,70,1,0,,[]
1996,15,AutÃ³dromo do Estoril,Damon Hill,Williams,70,2,0,,[]
1996,15,AutÃ³dromo do Estoril,Michael Schumacher,Ferrari,70,3,0,,[]
1996,15,AutÃ³dromo do Estoril,Jean Alesi,Benetton,70,4,0,,[]
1996,15,AutÃ³dromo do Estoril,Eddie Irvine,Ferrari,70,5,0,,[]
1996,15,AutÃ³dromo do Estoril,Gerhard Berger,Benetton,70,6,0,,[]
1996,15,AutÃ³dromo do Estoril,Heinz-Harald Frentzen,Sauber,69,7,0,,[]
1996,15,AutÃ³dromo do Estoril,Johnny Herbert,Sauber,69,8,0,,[]
1996,15,AutÃ³dromo do Estoril,Martin Brundle,Jordan,69,9,0,,[]
1996,15,AutÃ³dromo do Estoril,Olivier Panis,Ligier,69,10,0,,[]
1996,15,AutÃ³dromo do Estoril,Mika Salo,Tyrrell,69,11,0,,[]
